medio,titular_raw,titular_lem
cronica,perra heroína: salvó a su familia humana de morir en un incendio,perra heroína salvar familia humano morir incendio
cronica,"trabajadores de la cultura cobrarán un tercer bono de $15.000 a través de anses, ¿cómo inscribirse?",trabajador cultura cobrar tercero bono $15.000 través anse inscribir
cronica,"el delantero, que viene de salir campeón con colón y de coquetear con varios conjuntos, ya sabe qué camiseta utilizará. ",delantero venir salir campeón colón coquetear conjunto ya saber camiseta utilizar
cronica,una madre antivacunas echó a su hijo de la casa porque se aplicó la dosis contra el covid,madre antivacuno echar hijo casa porque aplicar dosis covid
cronica,?se registró un récord histórico de consumo de energía para la temporada invernal.  recomendaciones para calefaccionar y ahorrar energía,registrar récord histórico consumo energía temporada invernal recomendación calefaccionar ahorrar energía
cronica,¿qué alimentos podrían reducir la mortalidad de los pacientes con covid?,alimento poder reducir mortalidad paciente covid
cronica,programa casa propia - casa activa: ¿cuáles son los requisitos para que un adulto mayor pueda acceder a una vivienda gratis?,programa casa propio casa activo ser requisito que adulto mayor poder acceder vivienda gratis
cronica,armando pérez destruyó a mascherano a quien acusó de usar su amistad con messi para llegar a la selección,armar pérez destruir mascherano acusar usar amistad messi llegar selección
cronica,"acuchilló a su mujer y ella lo quiso defender con la mentira de ""me atacaron ladrones""",acuchillar mujer querer defender mentira atacar ladrón
cronica,el futbolista necesita una rápida salida y su entorno ya trabaja en eso.,futbolista necesitar rápido salida entorno ya trabajar
cronica,"así detuvieron al hombre que ""cosió"" a puñaladas a un comerciante por una cerveza",así detener hombre coser puñalada comerciante cerveza
cronica,whatsapp web: así podes tener dos cuentas abiertas a la vez en una misma computadora,whatsapp web así poder tener dos cuenta abierto vez computadora
cronica,el delantero ya definió dónde seguirá su carrera y hasta se animó a mostrarse con fanáticos de esa institución.,delantero ya definir seguir carrera hasta animar mostrar fanático institución
cronica,"el desconsolado llanto de una mujer estafada por ""dos millones de pesos""",desconsolado llanto mujer estafado dos millón peso
cronica,derrumbe del edificio en miami: quiénes son las víctimas identificadas tras el colapso,derrumbe edificio miami ser víctima identificado colapso
cronica,argentina goleó a bolivia por copa américa y los memes fueron los grandes protagonistas en las redes,argentino golear bolivia copa américo meme ser grande protagonista red
cronica,"día del orgullo lgbti+: ""hay que seguir luchando porque nos siguen matando, nos siguen encarcelando""",día orgullo lgbir haber que seguir luchar porque seguir matar seguir encarcelar
cronica,la iglesia recuerda hoy a san pablo y san pedro,iglesia recordar hoy san pablo san pedro
cronica,arba renovó su página web para simplificar los trámites digitales,arba renovar página web simplificar trámite digital
cronica,verónica ojeda contó que tendrán que subastar las pertenencias de diego maradona para pagar las deudas  la madre de dieguito fernando reveló que la venta de sus cosas es la única forma para saldar los números en rojo que dejó.,verónica ojedo contar que tener que subastar pertenencia diego maradono pagar deuda madre dieguito fernar revelar que venta cosa ser único forma saldar número rojo dejar
cronica,bono de $15000: anses anunció el pago de la tercera cuota,bono $15000 anse anunciar pago tercero cuota
cronica,"graciela alfano apuntó contra yanina latorre por quedar varada en miami: ""que todo vuelva menos la cacatúa""  la ex vedette arremetió contra la panelista luego de su descargo contra las nuevas restricciones para ingresar a la argentina.",graciela alfano apuntar yanina latorre quedar varada miami que volver menos cacatúa ex vedette arremeter panelista luego descargo nuevo restricción ingresar argentino
cronica,desde el viernes empieza a regir el aumento al personal doméstico: cuánto habrá que pagar,viernes empezar regir aumento personal doméstico haber que pagar
cronica,origen del covid: el fundador del laboratorio moderna aseguró que salió por accidente de un laboratorio de wuhan,origen covid fundador laboratorio moderno asegurar que salió accidente laboratorio wuhan
cronica,"creyeron que murió en un choque, pero tenía un balazo en el cuello",creer que morir choque tener balazo cuello
cronica,beneficio para jubilados. ¿qué es y cómo inscribirse?,beneficio jubilado ser inscribir
cronica,"fernanda raverta: ""la campaña de vacunación nos permite tener esperanza para seguir avanzando""",fernanda ravertar campaña vacunación permitir tener esperanza seguir avanzar
cronica,"las lágrimas de los jurados de ""la voz"" al pedirle perdón a un participante por no elegirlo  lali, ricardo montaner, sus hijos, mau y ricky y soledad pastorutti lamentaron no darse vuelta para seleccionar a ignacio sagalá.",lágrima jurado voz pedir perdón participante no elegir lali ricardo montaner hijo mau ricky soledad pastorutti lamentar no dar vuelta seleccionar ignacio sagalá
cronica,creadores de sputnik v revelaron cuál es la efectividad contra la variante delta,creador sputnik v revelar ser efectividad variante delta
cronica,guernica: ¿quién era el abogado asesinado a cuchilladas en su propia casa?,guernica ser abogado asesinado cuchillada casa
cronica,"una participante de ""la voz argentina"" sorprendió con su parecido a calu rivero  jazmín sandoval logró cautivar a los jurados con su talento pero también generó gran repercusión por su similitud con la actriz.",participante voz argentino sorprender parecido calu rivero jazmín sandoval lograr cautivar jurado talento también generar gran repercusión similitud actriz
cronica,video: elon musk se mudó a una casita de 36 metros cuadrados,video elon musk mudar casita 36 metro cuadrado
cronica,tiktok: el video con un truco para estacionar autos que se hizo viral,tiktok video truco estacionar auto hacer viral
cronica,macri publicó una carta en medio de la interna de juntos por el cambio: las 10 frases destacadas,macri publicar carta medio interno junto cambio 10 frase destacado
cronica,desde este martes ya se puede contratar el servicio en argentina: precios y títulos disponibles,martes ya poder contratar servicio argentino precio título disponible
cronica,covid: axel kicillof anunció la vacunación libre para mayores de 18 años con comorbilidades y grupos prioritarios,covid axel kicillof anunciar vacunación libre mayor 18 año comorbilidad grupo prioritario
cronica,"con tu cuil, consultá si podes solicitar un crédito de hasta $200.000 ",cuil consultar si poder solicitar crédito $200.000
cronica,"la estrategia de guido kaczka para ""bienvenidos a bordo"" ",estrategia guido kaczko bienvenido bordo
cronica,"la desilusión de ricky martin por perder seguidores por las fotos con su marido  el cantante compartió románticas imágenes junto a su esposo jwan yosef, pero bajaron sus seguidores e hizo un emotivo descargo.",desilusión ricky martin perder seguidor foto marido cantante compartir romántico imagen junto esposo jwan yosef bajar seguidor hacer emotivo descargo
cronica,la película con vin diesel reenciende los motores de la exhibición en salas. ¿contnuará?,película vin diesel reencendar motor exhibición sala contnuar
cronica,"abusó de una menor edad y dijo que era ""su amante"": ¿quién es el depravado que fue detenido in fraganti?",abusar menor edad decir que ser amante ser depravado ser detener fraganti
cronica,se animó a poner una hamburguesería en plena crisis del 2001: ahora triunfa en miami y planea expandirse a europa,animar poner hamburguesería pleno crisis 2001 ahora triunfar miami planear expandir europa
cronica,pami y el ministerio de desarrollo territorial y hábitat comenzarán a financiar 100 proyectos del programa casa propia-casa activa,pami ministerio desarrollo territorial hábitat comenzar financiar 100 proyecto programa casa propia-casa activo
cronica,video fuerte: un pibe mató a golpes a otro en la escuela durante un recreo,video fuerte pibe matar golpe escuela recreo
cronica,noelia marzol reveló que su hijo no reconoció a ramiro arias tras cambiarse el look  la bailarina contó que el futbolista se sometió a una transformación estética y donatello no registró quién era.,noelia marzol revelar que hijo no reconocer ramiro arios cambiar look bailarina contar que futbolista someter transformación estético donatello no registrar ser
cronica,"un pedófilo abusaba de una nena en una camioneta cuando llegó la policía. primero, intentó ocultar a la criatura, que estaba desnuda. luego, dijo que era su ""amante"" y pidió por favor que no le contaran nada a su esposa...",pedófilo abusar nena camioneta cuando llegar policía primero intentar ocultar criatura estar desnudo luego decir que ser amante pedir favor que no contar esposa ..
cronica,pampita le frenó el carro a ximena capristo tras acusarla de tirarle onda a gustavo conti  la conductora le puso los puntos luego de que recordara un viejo episodio en el que creyó que estaba intentando seducir a su marido.,pampita frenar carro ximena capristo acusar tirar onda gustavo conti conductora poner punto luego que recordar viejo episodio creer que estar intentar seducir marido
cronica,"un vecino desarmó al asesino de un policía, pero terminó abatido por otro oficial que se confundió",vecino desarmar asesino policía terminar abatido oficial confundir
cronica,dan a conocer qué eficacia tiene la vacuna sputnik v contra la variable delta del covid,dar conocer eficacia tener vacuna sputnik v variable delta covid
cronica,oficializan cambios en ganancias y bienes personales: ¿cuáles son los nuevos plazos?,oficializar cambio ganancia bien personal ser nuevo plazo
cronica,el orgullo de tener un papa argentino ,orgullo tener papa argentino
cronica,se trata de la compañía más joven en llegar a esa marca,tratar compañía más joven llegar marca
cronica,"quiniela de la ciudad: resultados de la primera de hoy, martes 29 de junio",quiniela ciudad resultado primero hoy martes 29 junio
cronica,caba: ¿qué protocolo deben seguir quienes regresen del exterior?,caba protocolo deber seguir regresar exterior
cronica,"la indignación de pampita después de que nicole neumann obligara a su novio a ponerse bótox  después del regreso de la modelo y el automovilista tras unas mini vacaciones en miami, la conductora opinó sobre su flamante relación.",indignación pampita después que nicole neumann obligar novio poner bótox después regreso modelo automovilista mini vacaciones miami conductora opinar flamante relación
